cve,type,version_path
CVE-2022-2196,pre,torvalds/linux/CVE-2022-2196/pre/v5.6
CVE-2021-22235,pre,wireshark/wireshark/CVE-2021-22235/pre/v3.3.0
CVE-2020-25862,pre,wireshark/wireshark/CVE-2020-25862/pre/v2.1.0
CVE-2021-4186,pre,wireshark/wireshark/CVE-2021-4186/pre/v3.1.0
CVE-2021-39928,pre,wireshark/wireshark/CVE-2021-39928/pre/v2.1.1
CVE-2024-24478,pre,wireshark/wireshark/CVE-2024-24478/pre/wireshark-1.6.0
CVE-2020-25863,pre,wireshark/wireshark/CVE-2020-25863/pre/v2.1.0
CVE-2022-27775,pre,curl/curl/CVE-2022-27775/pre/curl-7_63_0
CVE-2024-2466,pre,curl/curl/CVE-2024-2466/pre/curl-8_4_0
CVE-2022-27780,pre,curl/curl/CVE-2022-27780/pre/curl-7_71_0
CVE-2020-8231,pre,curl/curl/CVE-2020-8231/pre/curl-7_25_0
CVE-2023-28319,pre,curl/curl/CVE-2023-28319/pre/curl-7_80_0
CVE-2021-22925,pre,curl/curl/CVE-2021-22925/pre/curl-6_5
CVE-2022-22576,pre,curl/curl/CVE-2022-22576/pre/curl-7_32_0
CVE-2023-27536,pre,curl/curl/CVE-2023-27536/pre/curl-7_21_7
CVE-2022-27782,pre,curl/curl/CVE-2022-27782/pre/curl-7_16_0
CVE-2023-27535,pre,curl/curl/CVE-2023-27535/pre/curl-7_12_0
