cveid,vul_file,vul_line,vul_func,pat_file,pat_line,pat_func,tar_file,tar_line,tar_func
imagemagick_imagemagick/CVE-2019-11470_e3cdce6f,cin.c,379,ReadCINImage,cin.c,379,ReadCINImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dib.c,462,ReadDIBImage
imagemagick_imagemagick/CVE-2017-15032_241988ca,ycbcr.c,99,ReadYCBCRImage,ycbcr.c,99,ReadYCBCRImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/pnm.c,1775,WritePNMImage
imagemagick_imagemagick/CVE-2017-5509_d4ec73f8,psd.c,1085,ReadPSDChannelRLE,psd.c,1085,ReadPSDChannelRLE,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/hrz.c,95,ReadHRZImage
imagemagick_imagemagick/CVE-2018-20467_db0add93,bmp.c,510,ReadBMPImage,bmp.c,510,ReadBMPImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2016-5841_d8ab7f04,,,,profile.c,1719,ReadProfileShort,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,2824,ReadDCMSignedShort
imagemagick_imagemagick/CVE-2017-13146_79e5dbcd,mat.c,584,ReadMATImageV4,mat.c,584,ReadMATImageV4,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/vips.c,365,ReadVIPSImage
imagemagick_imagemagick/CVE-2023-5341_aa673b2e,bmp.c,578,ReadBMPImage,bmp.c,578,ReadBMPImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2017-13143_51b0ae01,mat.c,843,ReadMATImage,mat.c,843,ReadMATImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/tga.c,146,ReadTGAImage
imagemagick_imagemagick/CVE-2016-9556_ce98a7ac,sgi.c,256,ReadSGIImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/operation.c,4850,CLINoImageOperator
imagemagick_imagemagick/CVE-2019-13133_fe306612,viff.c,141,ReadVIFFImage,viff.c,141,ReadVIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/png.c,4093,ReadOneJNGImage
imagemagick_imagemagick/CVE-2016-10060_933e96f0,,,,magick-cli.c,638,ConcatenateImages,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/magick-image.c,6482,MagickIdentifyImage
imagemagick_imagemagick/CVE-2017-9499_7fd41944,mpc.c,145,ReadMPCImage,mpc.c,145,ReadMPCImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/gif.c,956,ReadGIFImage
imagemagick_imagemagick/CVE-2017-14175_d9a8234d,xbm.c,171,ReadXBMImage,xbm.c,171,ReadXBMImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/emf.c,658,ReadEMFImage
imagemagick_imagemagick/CVE-2017-15033_ef8f4068,,,,yuv.c,99,ReadYUVImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/gif.c,956,ReadGIFImage
imagemagick_imagemagick/CVE-2016-6823_4cc6ec8a,bmp.c,1511,WriteBMPImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/gif.c,1494,WriteGIFImage
imagemagick_imagemagick/CVE-2015-8897_7b1cf578,transform.c,1703,SpliceImage,transform.c,1703,SpliceImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickCore/channel.c,982,SetImageAlphaChannel
imagemagick_imagemagick/CVE-2017-12667_bfb7915d,mat.c,845,ReadMATImage,mat.c,845,ReadMATImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/icon.c,276,ReadICONImage
imagemagick_imagemagick/CVE-2017-12666_d5559407,inline.c,277,WriteINLINEImage,inline.c,277,WriteINLINEImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/drawing-wand.c,987,DrawComposite
imagemagick_imagemagick/CVE-2016-5688_aecd0ada,,,,cache.c,3322,OpenPixelCache,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/yuv.c,99,ReadYUVImage
imagemagick_imagemagick/CVE-2017-14172_bdbbb13f,ps.c,1036,RegisterPSImage,ps.c,1039,RegisterPSImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/ept.c,326,RegisterEPTImage
imagemagick_imagemagick/CVE-2019-7175_1e6a3ace,pcd.c,113,DecodeImage,pcd.c,113,DecodeImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/sun.c,141,DecodeImage
imagemagick_imagemagick/CVE-2016-10071_1bc1fd0f,mat.c,598,ReadMATImage,mat.c,598,ReadMATImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/icon.c,276,ReadICONImage
imagemagick_imagemagick/CVE-2015-8959_cc2a4d2b,,,,dds.c,2399,SkipRGBMipmaps,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dds.c,1414,ReadMipmaps
imagemagick_imagemagick/CVE-2019-13298_d4fc44b5,enhance.c,1832,EnhanceImage,enhance.c,1832,EnhanceImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/video.c,546,WriteVIDEOImage
imagemagick_imagemagick/CVE-2019-13302_d5089971,,,,fourier.c,130,ComplexImages,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/mogrify.c,226,SparseColorOption
imagemagick_imagemagick/CVE-2016-7533_bef1e4f6,wpg.c,850,ReadWPGImage,wpg.c,850,ReadWPGImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/xwd.c,151,ReadXWDImage
imagemagick_imagemagick/CVE-2023-34474_1061db7f,,,,profile.c,2444,ReplaceXmpValue,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/magick-property.c,724,MagickGetImageProfile
imagemagick_imagemagick/CVE-2016-7536_02dadf11,profile.c,1383,WriteTo8BimProfile,profile.c,1383,WriteTo8BimProfile,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/heic.c,244,ReadHEICExifProfile
imagemagick_imagemagick/CVE-2017-14341_7d63315a,wpg.c,859,ReadWPGImage,wpg.c,859,ReadWPGImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/xwd.c,151,ReadXWDImage
imagemagick_imagemagick/CVE-2015-8900_97aa7d7c,,,,hdr.c,135,ReadHDRImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dib.c,1097,WriteDIBImage
imagemagick_imagemagick/CVE-2017-9143_3b0fe05c,art.c,98,ReadARTImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/www/source/mgk.c,124,ReadMGKImage
imagemagick_imagemagick/CVE-2017-11448_f6463ca9,jpeg.c,993,ReadJPEGImage,jpeg.c,993,ReadJPEGImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/icon.c,276,ReadICONImage
imagemagick_imagemagick/CVE-2017-12668_2ba8f335,pcx.c,853,WritePCXImage,pcx.c,853,WritePCXImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/caption.c,107,ReadCAPTIONImage
imagemagick_imagemagick/CVE-2017-12663_1dc0ac50,map.c,338,WriteMAPImage,map.c,338,WriteMAPImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/art.c,286,WriteARTImage
imagemagick_imagemagick/CVE-2021-3610_930ff0d1,tiff.c,1189,ReadTIFFImage,tiff.c,1189,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/ps2.c,228,WritePS2Image
imagemagick_imagemagick/CVE-2019-15139_c78993d1,xwd.c,681,RegisterXWDImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/magick-property.c,82,MagickDeleteImageArtifact
imagemagick_imagemagick/CVE-2017-12877_04178de2,mat.c,845,ReadMATImage,mat.c,845,ReadMATImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/tga.c,146,ReadTGAImage
imagemagick_imagemagick/CVE-2018-16641_256825d4,tiff.c,3091,TIFFWritePhotoshopLayers,tiff.c,3091,TIFFWritePhotoshopLayers,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/heic.c,244,ReadHEICExifProfile
imagemagick_imagemagick/CVE-2016-7525_5f166407,,,,psd.c,575,GetPSDRowSize,/home/cyf/repo_dataset/ImageMagick/ImageMagick/Magick++/lib/Image.cpp,3503,linearStretch
imagemagick_imagemagick/CVE-2016-7532_4f2c04ea,psd.c,2628,WritePSDImage,psd.c,2633,WritePSDImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/gif.c,1494,WriteGIFImage
imagemagick_imagemagick/CVE-2022-0284_e50f19fd,xpm.c,622,WritePICONImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/caption.c,107,ReadCAPTIONImage
imagemagick_imagemagick/CVE-2016-7526_998c687f,wpg.c,850,ReadWPGImage,wpg.c,848,ReadWPGImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/xwd.c,151,ReadXWDImage
imagemagick_imagemagick/CVE-2016-10053_728dc6a6,tiff.c,3083,WriteTIFFImage,tiff.c,3083,WriteTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2017-11447_72a50e40,,,,screenshot.c,101,ReadSCREENSHOTImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/www/source/mgk.c,124,ReadMGKImage
imagemagick_imagemagick/CVE-2017-12669_73b6c35c,,,,cals.c,425,WriteCALSImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/clipboard.c,107,ReadCLIPBOARDImage
imagemagick_imagemagick/CVE-2019-7395_8a43abef,,,,psd.c,2708,WritePSDChannel,/home/cyf/repo_dataset/ImageMagick/ImageMagick/www/source/mgk.c,363,WriteMGKImage
imagemagick_imagemagick/CVE-2019-7397_306c1f0f,pdf.c,1200,WritePDFImage,pdf.c,1200,WritePDFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickCore/identify.c,473,IdentifyImage
imagemagick_imagemagick/CVE-2016-7529_a2e1064f,xcf.c,327,load_tile,xcf.c,327,load_tile,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/djvu.c,322,get_page_image
imagemagick_imagemagick/CVE-2016-10065_134463b9,quantum-import.c,2009,ImportGrayQuantum,quantum-import.c,2009,ImportGrayQuantum,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickCore/quantum-export.c,646,ExportBGRAQuantum
imagemagick_imagemagick/CVE-2016-9298_3cbfb163,fx.c,5813,WaveletDenoiseImage,fx.c,5813,WaveletDenoiseImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/exr.c,686,ReadEXRImage
imagemagick_imagemagick/CVE-2018-16645_ecb31dba,bmp.c,510,ReadBMPImage,bmp.c,510,ReadBMPImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2019-17541_39f226a9,jpeg.c,599,ReadIPTCProfile,jpeg.c,487,ReadICCProfile,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/avs.c,95,ReadAVSImage
imagemagick_imagemagick/CVE-2016-7515_2ad6d334,rle.c,127,ReadRLEImage,rle.c,127,ReadRLEImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/sun.c,218,ReadSUNImage
imagemagick_imagemagick/CVE-2016-8677_6e48aa92,tiff.c,1071,ReadTIFFImage,tiff.c,1071,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2017-14173_50f54462,txt.c,376,ReadTXTImage,txt.c,376,ReadTXTImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/mac.c,89,ReadMACImage
imagemagick_imagemagick/CVE-2017-9141_0c5b1e43,,,,dds.c,1633,ReadDDSImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/flif.c,106,ReadFLIFImage
imagemagick_imagemagick/CVE-2016-7101_7afcf9f7,sgi.c,256,ReadSGIImage,sgi.c,256,ReadSGIImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/operation.c,4850,CLINoImageOperator
imagemagick_imagemagick/CVE-2015-8894_4f68e966,tga.c,143,ReadTGAImage,tga.c,143,ReadTGAImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dps.c,95,ReadDPSImage
imagemagick_imagemagick/CVE-2016-10052_13267a10,jpeg.c,1911,WriteProfile,jpeg.c,1911,WriteProfile,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/heic.c,1024,WriteProfile
imagemagick_imagemagick/CVE-2017-13145_f13c6b54,jp2.c,253,ReadJP2Image,jp2.c,253,ReadJP2Image,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/rgb.c,1002,ReadRGB565Image
imagemagick_imagemagick/CVE-2017-14174_04a56749,psd.c,1295,ReadPSDChannel,psd.c,1295,ReadPSDChannel,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/magick-image.c,7535,MagickMontageImage
imagemagick_imagemagick/CVE-2016-7528_7be16a28,viff.c,140,ReadVIFFImage,viff.c,140,ReadVIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/pict.c,819,ReadPICTImage
imagemagick_imagemagick/CVE-2016-10064_63302366,tiff.c,1070,ReadTIFFImage,tiff.c,1071,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2016-4562_726812fa,draw.c,1388,DrawClipPath,draw.c,1388,DrawClipPath,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/mogrify.c,9022,MogrifyImages
imagemagick_imagemagick/CVE-2016-10049_13db820f,rle.c,127,ReadRLEImage,rle.c,127,ReadRLEImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/sun.c,218,ReadSUNImage
imagemagick_imagemagick/CVE-2019-15140_f7206618,mat.c,590,ReadMATImageV4,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/vips.c,365,ReadVIPSImage
imagemagick_imagemagick/CVE-2016-10063_94936efd,tiff.c,1070,ReadTIFFImage,tiff.c,1070,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dcm.c,3049,ReadDCMImage
imagemagick_imagemagick/CVE-2021-39212_01faddbe,module.c,1221,OpenModule,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/ora.c,106,ReadORAImage
imagemagick_imagemagick/CVE-2016-7514_198fffab,psd.c,1750,ReadPSDImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/caption.c,107,ReadCAPTIONImage
imagemagick_imagemagick/CVE-2016-7527_b3dd69b2,,,,wpg.c,736,ExtractPostscript,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/dot.c,98,ReadDOTImage
imagemagick_imagemagick/CVE-2017-15277_9fd10cf6,gif.c,942,ReadGIFImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickWand/operation.c,4850,CLINoImageOperator
imagemagick_imagemagick/CVE-2016-10050_139d4323,rle.c,127,ReadRLEImage,rle.c,127,ReadRLEImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/sun.c,218,ReadSUNImage
imagemagick_imagemagick/CVE-2016-7522_4b1b9c05,psd.c,1757,ReadPSDImage,psd.c,1757,ReadPSDImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/xps.c,132,ReadXPSImage
imagemagick_imagemagick/CVE-2016-7537_6d202a05,pdb.c,702,WritePDBImage,pdb.c,702,WritePDBImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/yuv.c,615,WriteYUVImage
imagemagick_imagemagick/CVE-2016-7530_c4e63ad3,,,,quantum.c,658,SetQuantumDepth,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/jpeg.c,1671,ReadJPEGImage
opensips_opensips/CVE-2023-28096_41756870,,,,cJSON.c,1391,parse_object,/home/cyf/repo_dataset/OpenSIPS/opensips/modules/dispatcher/dispatch.c,2195,ds_mark_dst
opensips_opensips/CVE-2023-27596_dd051f8e,codecs.c,384,stream_process,codecs.c,384,stream_process,/home/cyf/repo_dataset/OpenSIPS/opensips/modules/event_stream/stream_send.c,712,stream_process
opensips_opensips/CVE-2023-27599_cb56694d,parse_to.c,92,parse_to_param,,,,/home/cyf/repo_dataset/OpenSIPS/opensips/parser/parse_disposition.c,41,parse_disposition
opensips_opensips/CVE-2023-27601_8f87c7c0,codecs.c,350,delete_sdp_line,,,,/home/cyf/repo_dataset/OpenSIPS/opensips/blacklists.c,829,mi_bl_get_head
libredwg_libredwg/OSV-2023-1149_774894c1,bits.c,1578,bit_read_fixed,bits.c,62,bit_advance_position,/home/cyf/repo_dataset/LibreDWG/libredwg/src/dwg.c,93,dat_read_file
libredwg_libredwg/OSV-2023-316_52cc8332,,,,out_geojson.c,412,dwg_geojson_feature,/home/cyf/repo_dataset/LibreDWG/libredwg/programs/dwggrep.c,1665,match_BLOCK_HEADER
libredwg_libredwg/CVE-2023-36274_8651fa27,,,,decode.c,6216,decode_preR13_auxheader,/home/cyf/repo_dataset/LibreDWG/libredwg/src/encode.c,3090,encode_objfreespace_2ndheader
libredwg_libredwg/CVE-2019-20911_c6f6668b,decode.c,4595,dwg_decode_add_object,decode.c,4595,dwg_decode_add_object,/home/cyf/repo_dataset/LibreDWG/libredwg/src/encode.c,5407,dwg_encode_add_object
libredwg_libredwg/OSV-2023-455_aa1efabf,bits.c,2994,bit_TV_to_utf8_codepage,bits.c,2993,bit_TV_to_utf8_codepage,/home/cyf/repo_dataset/LibreDWG/libredwg/src/bits.c,2928,bit_TU_to_utf8_len
libredwg_libredwg/OSV-2024-38_6f43e71f,,,,in_dxf.c,363,dxf_read_rl,/home/cyf/repo_dataset/LibreDWG/libredwg/src/bits.c,554,bit_read_BS
libredwg_libredwg/OSV-2023-284_0ce8315e,,,,codepages.c,183,dwg_codepage_dxfstr,/home/cyf/repo_dataset/LibreDWG/libredwg/src/dwg_api.c,18777,dwg_ent_3dsolid_get_isoline_present
libredwg_libredwg/OSV-2021-771_8bd75b4e,bits.c,1544,bit_read_TV,bits.c,1544,bit_read_TV,/home/cyf/repo_dataset/LibreDWG/libredwg/src/bits.c,2392,bit_read_T16
gpac_gpac/CVE-2021-30199_b2db2f99,reframe_latm.c,446,latm_dmx_process,reframe_latm.c,446,latm_dmx_process,/home/cyf/repo_dataset/gpac/gpac/src/filters/write_nhnt.c,238,nhntdump_process
gpac_gpac/CVE-2021-32268_388ecce7,box_code_base.c,575,url_box_read,,,,/home/cyf/repo_dataset/gpac/gpac/src/odf/odf_code.c,2727,gf_odf_read_oci_date
gpac_gpac/CVE-2021-30019_22774aa9,reframe_adts.c,522,adts_dmx_process,,,,/home/cyf/repo_dataset/gpac/gpac/src/filters/reframe_mp3.c,509,mp3_dmx_process
gpac_gpac/CVE-2021-31259_3b84ffcb,,,,drm_sample.c,1623,gf_isom_cenc_get_default_info_internal,/home/cyf/repo_dataset/gpac/gpac/src/isomedia/isom_write.c,4111,gf_isom_get_track_template
gpac_gpac/CVE-2021-32138_289ffce3,filedump.c,2361,DumpTrackInfo,filedump.c,2361,DumpTrackInfo,/home/cyf/repo_dataset/gpac/gpac/applications/mp4box/filedump.c,2740,DumpStsdInfo
gpac_gpac/CVE-2023-46001_e79b0cf7,isom_read.c,2778,gf_isom_get_user_data,isom_read.c,2778,gf_isom_get_user_data,/home/cyf/repo_dataset/gpac/gpac/src/compositor/visual_manager_3d.c,1163,visual_3d_node_cull
gpac_gpac/CVE-2022-2453_dc7de8d3,field_decode.c,393,BD_DecMFFieldVec,field_decode.c,393,BD_DecMFFieldVec,/home/cyf/repo_dataset/gpac/gpac/src/bifs/memory_decoder.c,43,BM_ParseMultipleIndexedReplace
gpac_gpac/CVE-2021-40564_cf6771c8,av_parsers.c,4686,gf_bs_read_ue_log_idx3,,,,/home/cyf/repo_dataset/gpac/gpac/src/odf/ipmpx_code.c,1591,ReadGF_IPMPX_SendWatermark
gpac_gpac/CVE-2021-40565_893fb99b,av_parsers.c,6040,gf_avc_parse_nalu,av_parsers.c,6040,gf_avc_parse_nalu,/home/cyf/repo_dataset/gpac/gpac/src/filters/reframe_nalu.c,2870,naludmx_parse_nal_avc
gpac_gpac/CVE-2021-32132_e74be597,box_code_adobe.c,234,abst_box_new,box_code_adobe.c,260,abst_box_new,/home/cyf/repo_dataset/gpac/gpac/src/media_tools/dash_client.c,2069,gf_dash_get_timeline_entry
gpac_gpac/CVE-2018-7752_90dc7f85,avc_ext.c,2387,gf_isom_oinf_read_entry,avc_ext.c,2387,gf_isom_oinf_read_entry,/home/cyf/repo_dataset/gpac/gpac/src/odf/descriptors.c,824,gf_odf_get_text_config
gpac_gpac/CVE-2021-33366_0a85029d,avc_ext.c,3347,gf_isom_oinf_read_entry,avc_ext.c,3347,gf_isom_oinf_read_entry,/home/cyf/repo_dataset/gpac/gpac/src/odf/descriptors.c,824,gf_odf_get_text_config
gpac_gpac/CVE-2021-31257_87afe070,main.c,3277,HintFile,main.c,3277,HintFile,/home/cyf/repo_dataset/gpac/gpac/applications/mp4box/filedump.c,2058,dump_isom_xml
gpac_gpac/CVE-2021-31258_ebfa346e,isom_read.c,3844,gf_isom_guess_specification,isom_read.c,3844,gf_isom_guess_specification,/home/cyf/repo_dataset/gpac/gpac/src/filters/dec_ttxt.c,1346,ttd_process
gpac_gpac/CVE-2021-30015_13dad7d5,reframe_av1.c,736,av1dmx_parse_flush_sample,,,,/home/cyf/repo_dataset/gpac/gpac/src/filters/dasher.c,5000,dasher_transfer_file
gpac_gpac/CVE-2023-4720_e396648e,swf_parse.c,197,swf_get_16,,,,/home/cyf/repo_dataset/gpac/gpac/src/isomedia/box_code_base.c,5077,rely_box_read
gpac_gpac/CVE-2020-35982_a4eb3270,,,,isom_hinter.c,868,gf_hinter_track_finalize,/home/cyf/repo_dataset/gpac/gpac/src/media_tools/media_export.c,472,gf_media_export_webvtt_metadata
gpac_gpac/CVE-2021-40566_96047e0e,,,,dec_xvid.c,128,xviddec_configure_pid,/home/cyf/repo_dataset/gpac/gpac/src/filters/out_sock.c,256,sockout_send_packet
gpac_gpac/CVE-2023-0770_c3194182,,,,vrml_proto.c,1276,gf_sg_proto_field_is_sftime_offset,/home/cyf/repo_dataset/gpac/gpac/src/bifs/field_encode.c,350,gf_bifs_enc_is_field_ised
gpac_gpac/CVE-2023-0866_b964fe42,reframe_adts.c,226,adts_dmx_check_dur,reframe_adts.c,226,adts_dmx_check_dur,/home/cyf/repo_dataset/gpac/gpac/src/filters/reframe_mpgvid.c,178,mpgviddmx_check_dur
gpac_gpac/CVE-2024-6062_31e499d3,load_text.c,2533,swf_svg_add_iso_sample,,,,/home/cyf/repo_dataset/gpac/gpac/share/nodejs/src/gpac_napi.c,1588,filterpid_get_packet
gpac_gpac/CVE-2021-32137_328def7d,,,,media.c,675,Media_CheckDataEntry,/home/cyf/repo_dataset/gpac/gpac/applications/mp4box/filedump.c,816,PrintBuiltInBoxes
gpac_gpac/CVE-2019-11222_f3698bb1,os_divers.c,1973,gf_bin128_parse,,,,/home/cyf/repo_dataset/gpac/gpac/modules/deprecated/old_arch/platinum/GPACPlatinum.cpp,186,OnConnect
gpac_gpac/CVE-2021-33361_a51f951b,box_code_adobe.c,392,afra_box_read,box_code_adobe.c,392,afra_box_read,/home/cyf/repo_dataset/gpac/gpac/src/odf/oci_codec.c,326,gf_oci_codec_decode
gpac_gpac/CVE-2021-30014_51cdb67f,,,,av_parsers.c,9441,gf_media_vvc_read_sps_bs_internal,/home/cyf/repo_dataset/gpac/gpac/src/media_tools/av_parsers.c,1692,av1_parse_sequence_header_obu
gpac_gpac/CVE-2021-40569_b03c9f25,box_code_meta.c,262,iloc_box_read,,,,/home/cyf/repo_dataset/gpac/gpac/src/media_tools/av_parsers.c,7201,hevc_parse_hrd_parameters
gpac_gpac/CVE-2023-23143_af6a5e7a,,,,av_parsers.c,5780,svc_parse_slice,/home/cyf/repo_dataset/gpac/gpac/src/odf/descriptors.c,295,gf_odf_get_bifs_config
gpac_gpac/CVE-2022-29339_9ea93a2e,avc_ext.c,3488,gf_isom_oinf_read_entry,,,,/home/cyf/repo_dataset/gpac/gpac/src/odf/descriptors.c,824,gf_odf_get_text_config
gpac_gpac/CVE-2020-19488_61700245,,,,box_code_apple.c,104,ilst_item_box_read,/home/cyf/repo_dataset/gpac/gpac/src/isomedia/box_code_base.c,6854,stsd_switch_box
gpac_gpac/CVE-2022-1172_55a183e6,field_decode.c,75,gf_bifs_dec_sf_field,field_decode.c,75,gf_bifs_dec_sf_field,/home/cyf/repo_dataset/gpac/gpac/src/bifs/field_encode.c,64,gf_bifs_enc_sf_field
gpac_gpac/CVE-2022-1441_3dbe11b3,,,,box_code_3gpp.c,1129,diST_box_read,/home/cyf/repo_dataset/gpac/gpac/src/odf/odf_code.c,1876,gf_odf_write_cc_date
gpac_gpac/CVE-2023-46931_671976fc,ff_dmx.c,902,ffdmx_init_common,ff_dmx.c,902,ffdmx_init_common,/home/cyf/repo_dataset/gpac/gpac/src/filters/dmx_m2ts.c,226,m2tsdmx_declare_pid
gpac_gpac/CVE-2021-33363_ec64c7b8,,,,box_code_meta.c,536,infe_box_read,/home/cyf/repo_dataset/gpac/gpac/src/quickjs/quickjs.c,41142,js_string_pad
gpac_gpac/CVE-2023-2840_ba59206b,movie_fragments.c,2732,gf_isom_fragment_add_sample_ex,movie_fragments.c,2732,gf_isom_fragment_add_sample_ex,/home/cyf/repo_dataset/gpac/gpac/src/isomedia/track.c,65,GetESD
gpac_gpac/CVE-2024-0322_092904b8,reframe_ac3.c,337,ac3dmx_process,reframe_ac3.c,337,ac3dmx_process,/home/cyf/repo_dataset/gpac/gpac/src/filters/reframe_rawvid.c,246,rawvidreframe_process
gpac_gpac/CVE-2023-4755_895ac12d,,,,mux_isom.c,3986,mp4_mux_configure_pid,/home/cyf/repo_dataset/gpac/gpac/src/filter_core/filter_session_js.c,201,jsfs_prop_set
gpac_gpac/CVE-2023-46927_a7b467b1,isom_write.c,627,gf_isom_new_track_from_template,isom_write.c,627,gf_isom_new_track_from_template,/home/cyf/repo_dataset/gpac/gpac/applications/mp4box/mp4box.c,3694,HintFile
gpac_gpac/CVE-2023-46929_4248def5,av_parsers.c,6859,gf_avc_change_vui,,,,/home/cyf/repo_dataset/gpac/gpac/src/odf/oci_codec.c,326,gf_oci_codec_decode
gpac_gpac/CVE-2021-29279_da69ad1f,reframe_flac.c,380,flac_dmx_process,,,,/home/cyf/repo_dataset/gpac/gpac/src/filters/out_sock.c,326,sockout_process
gpac_gpac/CVE-2021-31256_2da2f68b,stbl_read.c,399,stbl_GetSampleInfos,stbl_read.c,399,stbl_GetSampleInfos,/home/cyf/repo_dataset/gpac/gpac/src/isomedia/isom_read.c,3289,gf_isom_recreate_tables
gpac_gpac/CVE-2022-3178_77510778,box_code_base.c,12855,xtra_box_read,,,,/home/cyf/repo_dataset/gpac/gpac/src/odf/oci_codec.c,326,gf_oci_codec_decode
gpac_gpac/CVE-2021-4043_64a2e1b7,,,,box_code_base.c,11081,gitn_box_del,/home/cyf/repo_dataset/gpac/gpac/src/media_tools/mpd.c,1146,gf_mpd_prog_info_free
gpac_gpac/CVE-2021-32139_d527325a,,,,box_code_3gpp.c,509,text_box_size,/home/cyf/repo_dataset/gpac/gpac/src/bifs/bifs_codec.c,317,BE_GetStream
